"cluster_number","position_number","Business","Data Science","Computer Science","Management Science and Engineering","Engineering","Economics","Mathematics","Statistics","Information Science","Biological Engineering","Physics","Operations Research","Electrical and Electronics Engineering","Chemical Engineering","Sociology","Industrial Engineering","Geography","Cognitive Science","Psychology","Linguistics","Environmental Engineering","Astrophysics","Transportation Engineering"
0,16,0.0024696674593016306,0.002345408636084618,0.002067022251945657,0.0029441656129426765,0,0.0037460537614713717,0.003913864222790986,0,0.005782317782086972,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17,0.0037822179971122873,0.003591919519598121,0.003165579532699992,0.0045088969876534695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,0.004433255521205387,0.0042102007483814045,0.0037104743702958925,0,0,0,0.007025707088452672,0.007383216270033116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20,0.006043096911587231,0.00573904459555901,0.005057853331576524,0.007204159432787108,0.006842764117729915,0,0.009576941506047218,0.010064272457475308,0,0,0,0.017981725688196393,0,0,0,0,0,0,0,0,0,0,0
0,8213,0,0.008025695176602052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8214,0.004326857388696457,0.004109155930420251,0.003621422985408791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23,0,0.0033245598142558662,0.0029299538716899606,0.004173283296015833,0,0.005309940283250682,0.005547807539101787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,24,0.0024981855592935663,0.0023724918766860567,0.002090890869173667,0.0029781629063946706,0.011315055677354777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8217,0.004961992418229882,0.0047123347825920306,0.004153008010789898,0,0,0,0,0.008263783348110459,0,0,0.012035468354128855,0.014764811459574102,0,0,0,0,0,0,0,0,0,0,0
0,26,0,0.003668889223589509,0.0032334133798292775,0.0046055162088174725,0,0,0,0,0.009045197101978906,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8219,0.004066595290128249,0.0038619886564100095,0.0034035930313992394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,28,0.00305569024625456,0.0029019462785453746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,29,0.002711063526752166,0.00257465910427334,0.0022690620209328263,0,0.005645059966833904,0.004112209392291882,0.004296422379905894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,30,0,0.008218311860840502,0,0.01031635630775114,0,0,0,0,0.02026124150843275,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,32,0.0021462586253454645,0.002038271790883061,0.0017963407665718208,0,0.00446900580707684,0.003255499102231073,0.0034013343840921663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,33,0.0027247212775166605,0.0025876296791059513,0.00228049306385944,0.003248223018813331,0.005673498556087475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8226,0,0,0.003165579532699992,0,0,0,0.005993959893644937,0.0062989677268814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,36,0.0061812248409949385,0.005870222757743215,0,0.007368825934107957,0.013998340309413196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8229,0.0018554276966965938,0.0017620737265953046,0.0015529258084943356,0,0,0,0.0029404331553729876,0.003090059639602196,0,0.004511485043699298,0,0,0,0,0,0,0,0,0,0,0,0,0
0,38,0.004144499414460208,0.0039359731134293585,0.0034687959630352403,0.004940783672294607,0,0,0,0.0069023171260079695,0,0,0,0,0.012056048258141692,0,0,0,0,0,0,0,0,0,0
0,39,0.002587833366445249,0.002457629144988188,0.0021659228381631524,0.003085034781026058,0.005388466331977817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,40,0,0.002822222479684238,0,0.003542704776013441,0.006729971302602498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8233,0.003991565856731049,0.0037907342531552125,0.0033407961120007295,0.004758466931619529,0,0.006054507555440815,0.006325728891448162,0.0066476190770777864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,42,0.0031629074478775267,0.0030037689549855633,0,0,0,0.004797577624340529,0.005012492776556876,0.005267557806690293,0,0,0,0,0,0.010995270367643846,0,0,0,0,0,0,0,0,0
0,43,0.0024753188722519775,0.0023507757039017453,0,0.0029509028340249256,0,0.0037546259668751964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,44,0,0.001867798150191023,0,0.0023446264335798043,0,0,0,0,0,0,0,0,0,0,0.007155449765995434,0,0,0,0,0,0,0,0
0,8237,0.0024584416981229865,0,0,0.0029307830419747554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,46,0,0.002100795465450026,0.0018514432440740242,0.002637105395641907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8239,0.006760714669838214,0.006420556141281642,0.005658473414701236,0.008059653365430578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8240,0,0,0.0022978572242441566,0.003272955681393128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8200,0.003287885553720712,0.0031224589136931995,0.0027518411743227894,0,0.006846136555521968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,50,0.004128680714405016,0.003920950315286499,0.003455556283787014,0.004921925719346918,0.009350036466211104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8243,0.0036668282955054717,0.0034823355342544493,0.0030690025300074497,0,0,0.005561937449235461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,52,0.004258717902260292,0.004044444813405758,0.003564392702174007,0,0,0.006459730502064807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8245,0,0.0033681605987051235,0.0029683794962367138,0,0.007384848940218779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,54,0.003535014206451354,0.003357153537925041,0,0.004214197838133636,0,0.005361998521321768,0,0,0,0,0,0,0,0,0,0,0.016040430127956765,0,0,0,0,0,0
0,8247,0.0022395742177517895,0.0021268923035301507,0.0018744425390314653,0.0026698644688796947,0.002535931215473405,0.003397042541458511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,56,0.0028845715924643044,0.0027394372869468334,0.002414281990272527,0.003438785435917046,0.0032662794055297456,0.004375390793398562,0.004571393412219872,0.004804012719701547,0,0.007013855414604507,0.006996618936533574,0.008583277061832411,0,0,0.010494659656793304,0,0,0,0,0,0,0,0
0,57,0.003338624528315167,0,0.002794307859111721,0.0039800757360151,0,0.005064109714581669,0,0,0.007816837001710165,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,58,0,0.002877560175364321,0,0.003612169575543116,0.010292897286333232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,59,0.00305569024625456,0.0029019462785453746,0,0.0036427811821155153,0.0069200834862918345,0.004634947874362884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,60,0,0.004044444813405758,0.003564392702174007,0.005076947001846033,0,0,0,0,0.009971083419504307,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8202,0,0,0,0,0,0.007526474988644317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,62,0,0.003542375802086423,0.0031219163667317164,0.004446705305065146,0,0,0,0,0.008733293753634805,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,63,0.0030470826680960967,0.002893771781986092,0,0,0,0.004621891683167496,0.00482893670304916,0.005074661323628395,0,0,0,0,0,0.010592626664039989,0,0,0,0,0,0,0,0,0
0,65,0,0,0.012234537112867538,0.017426277546876926,0,0.022172588480060283,0,0,0,0,0,0.04349633646198857,0,0,0,0,0,0,0,0,0,0,0
0,66,0,0.0037220615311777633,0.0032802744433050642,0.004672262820539465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,67,0.003338624528315167,0.0031706450080403164,0,0.0039800757360151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,68,0.005878882321598447,0.005583092296766645,0,0.0070083942308091975,0.006656819440617688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8261,0.0020409704663662534,0,0,0.002433102902771495,0,0,0,0,0.004778594695385083,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,70,0.0037690395371920353,0.003579404120575131,0,0.004493186545187778,0.00853557335939829,0.005716974033186275,0,0,0,0,0,0,0,0,0.01371253439476477,0,0,0,0,0,0,0,0
0,72,0.003593735372671476,0.003412920207990241,0,0.00428420112448137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,73,0,0.003261234865412897,0,0.004093792185615531,0,0.005208798563569717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,74,0,0.0024517636816349946,0.0021607535712462956,0.0030776719295200297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,75,0.0016340095878763054,0.0015517960462312125,0.001367606867601507,0.0019479524750285384,0.005550701406678194,0.0024785068693722974,0.002589535543175909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8268,0.0033489608271644405,0.0031804612464553027,0,0.0039923979519160754,0,0.005079788072831148,0.005307345292824929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,77,0.0032483914329552977,0.0030849518997149027,0.002718786025081675,0.0038725061215282054,0.0036782425737947586,0.00492724188445784,0.0051479655543016575,0.005409924233898139,0,0.007898485827257329,0.00787907537897925,0.009665852547108571,0,0,0.011818310424316783,0,0,0,0,0.015720018460483966,0,0,0
0,78,0,0.0031706450080403164,0,0.0039800757360151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,79,0.0008844761628570027,0.0008399746382706972,0,0.0010544109063523241,0.003004549739346659,0,0,0,0,0.0021506097959743996,0,0,0,0,0,0,0,0,0,0,0,0,0
0,80,0.0024696674593016306,0.002345408636084618,0,0.0029441656129426765,0,0.0037460537614713717,0.003913864222790986,0,0.005782317782086972,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,83,0.0024308187576946388,0.0023085145676518264,0,0.0028978528954357137,0.0027524826451093367,0,0,0,0.005691359974278863,0.005910552315677956,0,0,0,0,0,0,0,0,0,0,0,0,0
0,84,0.004682746091662832,0.004447138452835769,0,0.005582443889475724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8278,0,0.00257465910427334,0.0022690620209328263,0,0,0,0,0,0,0.006591969374628297,0,0,0,0,0,0,0,0,0,0,0,0,0
0,87,0.0026002748730146975,0.0024694446697237082,0.002176335928731245,0.0030998666790117606,0.01766617466933156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,88,0.003991565856731049,0.0037907342531552125,0,0,0.008311361353382759,0.006054507555440815,0,0,0,0.009705519485153838,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8283,0.0030730521226537337,0,0,0,0,0.004661282805467218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,92,0,0,0,0.014653915209873778,0,0.018645131221868873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,93,0.002326267413277665,0,0.0019470016050584897,0.0027732140612234243,0,0.003528540962418195,0.0036866075904998965,0.003874203806210925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,94,0.0015564235211138334,0.0014781136440360613,0,0.0018554597675811402,0.0035247619484133946,0,0,0,0,0.003784454360398116,0,0,0,0,0,0,0,0,0,0,0,0,0
0,95,0,0.003458885463316709,0,0.004341900802925564,0,0.005524483324998185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8288,0.0014940805900194947,0.0014189074345373792,0.001250491362364914,0.0017811388652885253,0,0.002266259043542073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,98,0.003038523447118298,0.0028856432095647824,0,0.0036223161192946414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,99,0.0023015198876044983,0.0021857212395852395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100,0,0.0032406592511200713,0.002856011818145734,0.004067963843750449,0.011591685587447836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101,0,0.0030125776615984243,0,0.0037816555380319424,0,0,0,0,0.007427141315407899,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,102,0.0042090052419226235,0.003997233395350438,0,0.005017683029061838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,103,0.0021168578222585405,0.002010350259501101,0.001771733358810563,0.002523570525379437,0,0.0032109032241183187,0.0033547407623922736,0,0.004956272384645976,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,104,0,0.00615143103356325,0,0.007721823583646063,0,0.009824979326493778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8297,0.0021127233343244418,0.002006423794150513,0,0.0025186416766970554,0.0023922944864719817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,106,0.004415160600710671,0.004193016255530868,0,0.005263447095791398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,107,0.005633928891531845,0.005350463451068034,0.004715394512251029,0.006716377804525481,0.01275890392785057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8300,0,0.021857212395852397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,109,0.004433255521205387,0.0042102007483814045,0.0037104743702958925,0,0,0,0.007025707088452672,0.007383216270033116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8302,0.002809647654997699,0.002668283071701461,0.0023515733671485655,0.003349466333685435,0.00318144097941209,0.004261744279284314,0.004452655920993381,0.004679233168540468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,111,0,0,0.003606995005387242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,112,0.0037822179971122873,0.003591919519598121,0,0.0045088969876534695,0.008565418021494088,0.00573696345288273,0,0,0,0,0,0,0,0,0.01376048031922199,0,0,0,0,0,0,0,0
0,8305,0.0022120947794971664,0.002100795465450026,0.0018514432440740242,0.002637105395641907,0,0.0033553610378823334,0.0035056697946471414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,114,0,0.001945623073115649,0,0.0024423192016456295,0,0,0,0,0,0,0,0,0,0,0.007453593506245244,0,0,0,0,0,0,0,0
0,8307,0.003099468043478837,0.002943521440129119,0.002594142539691111,0.0036949700242661673,0,0.00470135113903857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,116,0.007564435994224575,0.007183839039196242,0.006331159065399984,0,0,0,0.011987919787289874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8309,0.002409163356735221,0,0,0.0028720368340064417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,118,0.0028922843507329255,0.002746761985575034,0.0024207372897117586,0.003447980049382065,0.00327501277292421,0.004387089699263264,0.004583616389257893,0.004816857673497541,0,0.007032609038707728,0.0070153264737970325,0.008606227000500411,0,0,0.010522720244110932,0,0,0,0,0,0,0,0
0,8311,0,0,0.019262888220259525,0,0,0.03491003292605236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,120,0.0035582708788622175,0.0033792400743587587,0,0.00424192282391083,0,0.005397274827383095,0,0,0.00833110259392794,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,121,0,0.00387656219850967,0.0034164367786875386,0.00486620580554299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,123,0.005175666732890498,0.004915258289976376,0,0.006170069562052116,0.0058605491726012185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,124,0.004662561841267733,0.004427969752608028,0.003902395458414645,0.005558381631331433,0.010559092905807367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,125,0,0,0,0,0.015322305624263453,0.011161711207649394,0.011661717888316,0,0,0,0,0,0,0,0.026772090961207407,0,0.033390283123501834,0,0.031719054498111444,0,0,0,0
0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,127,0,0.004262609886328061,0.0037566628479344306,0.005350807213563869,0.009345970650484347,0,0.007113164023163701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,128,0,0.006460936997516118,0,0.008110343009238317,0,0.010319317908958873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,129,0.004939334918603261,0.004690817272169236,0,0.005888331225885353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,130,0.0023464519461477533,0.0022283925869957975,0,0.002797276656114734,0,0.0035591573699012167,0.003718595508855644,0,0.0054938290424166895,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8323,0.004344234326000458,0.004125658564678966,0.0036359668528200707,0,0,0.0065894439659616895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8324,0.003423146668272513,0.003250914501914755,0,0,0,0.005192315023811585,0.005424913068298899,0.00570096446167114,0.008014731609348397,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,133,0.0023464519461477533,0.0022283925869957975,0.0019638953283127934,0.002797276656114734,0,0.0035591573699012167,0.003718595508855644,0,0.0054938290424166895,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8327,0.010710043041327864,0.01017117804559468,0.00896391828071483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,136,0.002638327676034425,0.0025055828844025916,0,0.003145230581631445,0.0029874506757894014,0,0.004181152511176712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,137,0.007617706670240241,0.00723442945496523,0.006375744692621111,0,0,0,0.0120723417576229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,138,0.0047031058572787575,0.004466473837413316,0.003936329331966077,0.005606715384647358,0.02662727776247075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,139,0.0046030397752089966,0.004371442479170479,0,0.005487423567952733,0.010424295975094934,0.006982006585210472,0.007294776721627455,0,0.010777256121506783,0,0.011164817451915278,0.013696718715690018,0,0.016001627513762533,0,0,0,0,0,0,0,0,0
0,140,0,0,0.005029754146401099,0.0071641363248271805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,142,0,0.0027394372869468334,0,0.003438785435917046,0,0.004375390793398562,0.004571393412219872,0,0,0,0,0,0,0.010027686575291187,0,0,0,0,0,0,0,0,0
0,143,0.0019179332396704152,0.001821434366321033,0.001605240685021627,0.002286426486646972,0.0043434566562895556,0.0029091694105043632,0.0030394903006781063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,144,0.0024308187576946388,0.0023085145676518264,0.002034507295173478,0.0028978528954357137,0.005504965290218673,0.0036871270730886763,0.0038522978192864093,0,0.005691359974278863,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,145,0.0026908317093883435,0.0025554452303608523,0.0022521287222691485,0.0032078222349972447,0.006093804861062958,0.0040815212624986585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8338,0.001796867686335738,0.0017064601039951206,0.0015039131999205944,0.002142100562240685,0.0020346424868333134,0,0,0,0,0.0043690959808582895,0,0,0,0,0,0,0,0,0,0,0,0,0
0,147,0,0.004427969752608028,0,0.005558381631331433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8340,0.0014422857962321522,0.0013697186434734167,0.0012071409951362635,0.001719392717958523,0.004899419108294618,0,0.002285696706109936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8341,0.002018123782041258,0.0019165839227706391,0.0016890965417018615,0.0024058666762479335,0.006855530468695828,0.003061140946873994,0.0031982696447433803,0.003361016361731493,0,0,0.00489502257686584,0,0,0.007015638928608574,0,0,0,0,0,0,0,0,0
0,150,0.004939334918603261,0.004690817272169236,0,0.005888331225885353,0.005592944187550934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,151,0.0038632655256218363,0.003668889223589509,0.0032334133798292775,0,0,0.005859898384015932,0,0,0,0,0,0,0,0,0.01405534775463389,0,0,0,0,0,0,0,0
0,152,0.002684154707628075,0.0025491041751986667,0.0022465403135290265,0.0031998623783347207,0,0.004071393418174841,0.004253777989038342,0,0.006284504189960531,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,154,0.003268019175752611,0.003103592092462425,0.002735213735203014,0,0,0,0,0,0.007651526249408138,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,155,0,0.00402858424551005,0,0,0.008832858536340108,0,0,0,0,0.010314493256771334,0,0,0,0,0,0,0,0,0,0,0,0,0
0,158,0,0.003210278070640821,0.002829236707350618,0.004029826682715289,0.007038684146146024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,160,0.01050208104052538,0.009973679442767598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,161,0.0018618147111430538,0,0,0.0022195258837674568,0,0.0028240474139835815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8354,0.0020143656371957434,0,0.0016859511105255078,0.0024013864775957027,0.002280921372576638,0.0030554404981833535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,163,0,0.0024517636816349946,0,0.0030776719295200297,0.020462967636075375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8356,0.0014777518404017953,0,0,0,0.0030770203917578247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8357,0.0042090052419226235,0.003997233395350438,0.0035227850052614697,0.005017683029061838,0,0,0.006670321126779968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8358,0.007895725161854848,0.007498459727044253,0,0.009412733857437171,0,0.011976434653463217,0,0.013149669853197665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,167,0.004850736982843561,0.004606677052040639,0.004059891239247523,0.005782710934838083,0.01647786695614782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,168,0.003755952594354563,0.003566975634045356,0,0.004477585203016987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,170,0.0026065405956002753,0.00247539513880738,0.002181580111692043,0.0031073362372744397,0,0.0039536663795770146,0,0,0,0,0,0,0,0,0,0,0,0.010380752404540972,0,0,0,0,0
0,171,0,0.00206697984427578,0.0018216413407488889,0.002594657019052098,0.004531949550838486,0,0.003449240502177972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,172,0.003038523447118298,0.0028856432095647824,0,0.0036223161192946414,0,0.004608908841360845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,175,0.004160439796823516,0.0039511114715579335,0.0034821374859699914,0.0049597866864188175,0,0,0,0.006928864499569539,0,0,0,0,0.01210241767451916,0,0,0,0,0,0,0,0,0,0
0,8368,0.003038523447118298,0,0,0.0036223161192946414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,177,0,0.004044444813405758,0,0,0,0.006459730502064807,0,0,0,0,0,0,0,0,0.015494084138966491,0,0,0,0,0,0,0,0
0,8370,0,0.0027394372869468334,0,0.003438785435917046,0,0.004375390793398562,0.004571393412219872,0,0,0,0,0,0,0.010027686575291187,0,0,0,0,0,0,0,0,0
0,180,0.0025940392018563886,0,0,0.0030924329459685665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,181,0.003444950150236033,0,0,0.004106829740346791,0,0,0,0,0.008065780855267815,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8374,0.0021897051562229032,0.002079532353451544,0.001832703939984206,0.002610414045483588,0,0.0033213998937742122,0,0.0036467707892471257,0.005126832365494117,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8375,0.0016590710846228745,0.0015755965990875195,0.001388582433055518,0,0,0.00251652077841175,0,0,0.003884440473242475,0.0040340426080930835,0,0,0,0,0,0,0,0,0,0,0,0,0
0,184,0,0,0.001714688913545829,0,0.004265869179482439,0,0,0,0,0.0049814314024179745,0,0,0,0,0,0,0,0,0,0,0,0,0
0,185,0.0031536861433647642,0.002995011611093477,0.002639521126391247,0.0037596050684224266,0.003571005180972754,0,0,0,0.0073838343689623725,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8378,0.003268019175752611,0.003103592092462425,0.002735213735203014,0,0,0,0,0,0,0.007946210817150122,0,0,0,0,0,0,0,0,0,0,0,0,0
